PID	date_sold	store_number	quantity
5276	2019-02-22	308	5
4072	2019-02-22	369	5
13169	2019-02-22	64	3
10093	2019-02-22	100	7
12358	2019-02-22	142	6
15624	2019-02-22	296	5
2354	2019-02-22	29	5
4718	2019-02-22	484	1
11072	2019-02-22	493	8
6861	2019-02-22	55	4
23649	2019-02-22	374	17
7527	2019-02-22	100	6
11152	2019-02-22	61	1
860	2019-02-22	367	3
6819	2019-02-22	189	7
1166	2019-02-22	26	2
1803	2019-02-22	28	16
1437	2019-02-22	281	3
3621	2019-02-22	334	8
617	2019-02-22	437	1
3882	2019-02-22	265	2
23563	2019-02-22	35	7
16370	2019-02-22	239	5
8078	2019-02-21	469	6
3242	2019-02-21	112	4
4037	2019-02-21	357	2
15292	2019-02-21	200	5
19203	2019-02-21	50	6
9826	2019-02-21	466	2
11896	2019-02-21	11	5
19116	2019-02-21	234	2
23853	2019-02-21	29	6
10906	2019-02-21	60	1
24073	2019-02-21	480	5
24057	2019-02-21	40	1
7465	2019-02-21	386	1
21902	2019-02-21	467	5
2358	2019-02-21	297	5
22376	2019-02-21	313	1
4413	2019-02-21	268	2
1493	2019-02-21	487	1
9600	2019-02-21	451	4
359	2019-02-21	406	6
15615	2019-02-21	479	4
17924	2019-02-21	385	7
18552	2019-02-21	198	5
2304	2019-02-21	366	5
582	2019-02-21	251	6
24041	2019-02-21	324	1
12532	2019-02-21	140	3
14752	2019-02-21	306	2
19522	2019-02-21	174	2
24118	2019-02-21	492	3
10423	2019-02-21	285	4
1821	2019-02-21	70	3
18527	2019-02-21	450	2
12181	2019-02-21	382	3
17067	2019-02-21	43	1
8462	2019-02-21	320	1
24959	2019-02-21	162	9
15717	2019-02-21	137	3
2630	2019-02-21	104	3
21989	2019-02-21	131	3
5069	2019-02-21	439	1
14837	2019-02-21	85	1
6649	2019-02-21	207	3
10946	2019-02-21	476	1
2638	2019-02-21	280	5
7581	2019-02-21	471	5
11894	2019-02-21	352	7
1586	2019-02-21	281	7
19143	2019-02-21	121	3
1528	2019-02-21	205	2
12110	2019-02-21	212	1
881	2019-02-21	418	4
12774	2019-02-21	302	2
8001	2019-02-20	253	1
5861	2019-02-20	424	5
3830	2019-02-20	103	2
8318	2019-02-20	476	7
7803	2019-02-20	282	6
20288	2019-02-20	402	3
6524	2019-02-20	455	1
23176	2019-02-20	179	1
25022	2019-02-20	3	3
20066	2019-02-20	278	3
16684	2019-02-20	237	6
3320	2019-02-20	490	3
16133	2019-02-20	477	6
15566	2019-02-20	222	5
11673	2019-02-20	389	3
3350	2019-02-20	456	2
7328	2019-02-20	77	6
20193	2019-02-20	306	5
18515	2019-02-20	275	2
6017	2019-02-20	289	7
18610	2019-02-20	33	3
15534	2019-02-20	482	1
10207	2019-02-20	87	5
8	2019-02-20	106	5
23480	2019-02-20	139	5
7805	2019-02-19	340	1
20658	2019-02-19	34	4
11534	2019-02-19	261	3
19467	2019-02-19	317	3
2134	2019-02-19	211	1
4044	2019-02-19	234	9
16841	2019-02-19	195	1
10068	2019-02-19	437	1
5607	2019-02-19	33	1
13582	2019-02-19	22	4
14710	2019-02-19	173	1
2272	2019-02-19	462	2
2350	2019-02-19	129	6
24868	2019-02-19	38	2
3098	2019-02-19	127	1
21056	2019-02-19	316	1
2354	2019-02-19	119	4
8788	2019-02-19	277	3
12738	2019-02-19	400	1
13782	2019-02-19	476	3
6056	2019-02-19	343	4
21277	2019-02-19	177	6
3263	2019-02-19	53	5
8450	2019-02-19	151	5
16781	2019-02-19	232	2
5697	2019-02-19	98	2
13319	2019-02-19	21	1
2370	2019-02-19	481	6
22604	2019-02-19	301	1
7331	2019-02-19	431	1
1913	2019-02-19	5	1
12058	2019-02-19	220	5
14425	2019-02-19	228	1
689	2019-02-19	301	3
17426	2019-02-19	89	9
23080	2019-02-19	297	6
16006	2019-02-19	142	7
9015	2019-02-19	106	1
13024	2019-02-19	58	6
4574	2019-02-18	112	6
23370	2019-02-18	161	6
15721	2019-02-18	318	2
25123	2019-02-18	447	3
12205	2019-02-18	298	5
821	2019-02-18	104	5
3139	2019-02-18	269	1
15018	2019-02-18	63	1
8587	2019-02-18	349	1
4040	2019-02-18	276	4
15331	2019-02-18	56	2
2246	2019-02-18	160	4
19218	2019-02-18	331	7
21874	2019-02-18	289	13
3909	2019-02-18	406	7
16191	2019-02-18	221	5
6691	2019-02-18	201	4
14558	2019-02-18	68	6
11375	2019-02-18	314	5
8609	2019-02-18	132	2
24725	2019-02-18	60	2
4735	2019-02-18	451	1
22443	2019-02-18	442	1
6806	2019-02-18	106	6
6462	2019-02-18	392	2
5011	2019-02-18	354	2
5069	2019-02-18	55	2
3574	2019-02-18	320	7
4868	2019-02-18	478	3
3936	2019-02-18	41	2
18051	2019-02-18	164	4
16927	2019-02-18	182	1
8546	2019-02-18	395	3
22264	2019-02-18	328	29
5771	2019-02-18	22	7
8020	2019-02-18	118	1
6275	2019-02-18	227	18
16301	2019-02-18	54	1
9054	2019-02-18	378	3
444	2019-02-18	91	5
3783	2019-02-18	76	1
25222	2019-02-18	381	2
18358	2019-02-18	349	4
12558	2019-02-18	447	5
17887	2019-02-18	271	5
14146	2019-02-18	254	3
9294	2019-02-18	205	12
16713	2019-02-18	183	7
22398	2019-02-18	326	5
8781	2019-02-18	481	2
12822	2019-02-18	29	3
12167	2019-02-17	135	1
10622	2019-02-17	359	1
23700	2019-02-17	237	1
7517	2019-02-17	337	1
3228	2019-02-17	6	1
10294	2019-02-17	401	1
19226	2019-02-17	443	4
9535	2019-02-17	256	5
16562	2019-02-17	152	5
23517	2019-02-17	126	3
3733	2019-02-17	69	7
24726	2019-02-17	491	6
726	2019-02-17	74	1
13387	2019-02-17	15	3
7494	2019-02-17	438	5
14559	2019-02-17	337	1
11587	2019-02-17	274	3
15452	2019-02-17	18	2
3035	2019-02-17	372	5
24511	2019-02-17	440	2
12727	2019-02-17	101	6
4920	2019-02-17	152	1
24429	2019-02-17	270	3
969	2019-02-17	99	13
7763	2019-02-17	78	3
10523	2019-02-17	89	1
14319	2019-02-17	343	5
12406	2019-02-17	297	3
12861	2019-02-17	322	4
8722	2019-02-17	477	7
7745	2019-02-17	19	4
4153	2019-02-17	161	3
4645	2019-02-17	74	7
2738	2019-02-16	314	7
22175	2019-02-16	499	2
15364	2019-02-16	190	3
7621	2019-02-16	258	4
6518	2019-02-16	260	2
13035	2019-02-16	163	5
530	2019-02-16	85	3
24658	2019-02-16	10	9
24498	2019-02-16	438	6
4180	2019-02-16	35	2
15520	2019-02-16	79	4
21702	2019-02-16	438	1
14851	2019-02-16	350	3
1805	2019-02-16	308	5
20595	2019-02-16	458	1
10520	2019-02-16	446	3
19016	2019-02-16	171	14
14632	2019-02-16	359	7
6634	2019-02-16	198	4
7620	2019-02-16	468	5
23829	2019-02-16	17	1
11962	2019-02-16	492	5
955	2019-02-16	298	4
18099	2019-02-16	261	8
6555	2019-02-16	16	9
10564	2019-02-16	4	2
20494	2019-02-16	135	5
14678	2019-02-16	136	4
20159	2019-02-16	364	2
23609	2019-02-16	170	3
3461	2019-02-16	262	3
13173	2019-02-16	250	9
2811	2019-02-16	148	4
6621	2019-02-16	476	1
3889	2019-02-16	369	5
7409	2019-02-16	467	2
7565	2019-02-15	262	8
15307	2019-02-15	456	7
1071	2019-02-15	389	1
16043	2019-02-15	273	3
19688	2019-02-15	388	3
9227	2019-02-15	465	4
17521	2019-02-15	79	5
9801	2019-02-15	161	7
7400	2019-02-15	425	5
19526	2019-02-15	496	1
19419	2019-02-15	351	6
19413	2019-02-15	352	2
15315	2019-02-15	121	1
4548	2019-02-15	494	5
12595	2019-02-15	170	1
7363	2019-02-15	85	4
12163	2019-02-15	281	4
6393	2019-02-15	119	4
22229	2019-02-15	467	5
16858	2019-02-15	294	1
3852	2019-02-15	299	4
4062	2019-02-15	374	2
16929	2019-02-15	330	6
23648	2019-02-15	393	1
9525	2019-02-15	420	4
7572	2019-02-15	299	2
4099	2019-02-15	231	4
9619	2019-02-15	81	7
6467	2019-02-15	265	1
10219	2019-02-15	111	1
12391	2019-02-15	488	4
21846	2019-02-15	80	6
23324	2019-02-15	201	5
14542	2019-02-15	235	1
19858	2019-02-15	243	5
2754	2019-02-15	106	6
6117	2019-02-15	331	4
19775	2019-02-15	286	1
42	2019-02-14	14	1
10249	2019-02-14	489	7
12297	2019-02-14	7	13
2742	2019-02-14	64	6
24531	2019-02-14	30	3
25289	2019-02-14	293	3
20458	2019-02-14	387	5
10719	2019-02-14	401	3
3585	2019-02-14	180	4
3030	2019-02-14	138	3
14778	2019-02-14	114	17
4243	2019-02-14	422	3
524	2019-02-14	211	2
2834	2019-02-14	258	2
2889	2019-02-14	473	6
1652	2019-02-14	152	1
15738	2019-02-14	18	6
6329	2019-02-14	156	2
18578	2019-02-14	238	6
21886	2019-02-14	498	5
2837	2019-02-14	470	1
7874	2019-02-14	176	1
13378	2019-02-14	220	2
3072	2019-02-14	261	13
4591	2019-02-14	326	3
14010	2019-02-14	148	1
11486	2019-02-14	414	4
24745	2019-02-14	323	6
2886	2019-02-14	101	4
6762	2019-02-14	133	1
14729	2019-02-14	223	1
10314	2019-02-14	52	5
2981	2019-02-14	95	1
21497	2019-02-14	204	4
9038	2019-02-14	385	7
22586	2019-02-14	218	1
24224	2019-02-14	62	4
7717	2019-02-14	500	1
15963	2019-02-14	90	5
22703	2019-02-14	491	6
3455	2019-02-14	264	3
1879	2019-02-14	197	1
9504	2019-02-14	19	3
6069	2019-02-14	234	6
3520	2019-02-14	62	13
15396	2019-02-14	44	6
22962	2019-02-14	222	1
1100	2019-02-14	23	1
503	2019-02-14	404	4
14009	2019-02-14	222	7
10323	2019-02-14	192	5
11354	2019-02-14	100	6
11186	2019-02-14	280	12
18105	2019-02-14	194	1
17238	2019-02-14	250	7
8963	2019-02-14	486	4
20286	2019-02-14	22	4
3625	2019-02-14	423	6
18970	2019-02-14	33	3
1928	2019-02-14	264	1
11043	2019-02-14	277	4
24166	2019-02-14	358	4
1307	2019-02-14	228	1
20546	2019-02-14	371	6
15456	2019-02-14	43	4
11871	2019-02-14	315	4
680	2019-02-14	395	8
18060	2019-02-14	218	1
22019	2019-02-14	304	4
12721	2019-02-14	326	4
2434	2019-02-14	460	7
20737	2019-02-14	117	6
412	2019-02-13	231	19
12087	2019-02-13	63	4
7791	2019-02-13	177	1
4304	2019-02-13	1	7
7739	2019-02-13	28	4
22306	2019-02-13	486	1
22718	2019-02-13	81	7
22185	2019-02-13	423	2
7278	2019-02-13	460	6
13977	2019-02-13	17	3
23477	2019-02-13	334	2
4641	2019-02-13	55	1
3708	2019-02-13	231	4
16542	2019-02-13	255	2
3163	2019-02-13	4	1
21029	2019-02-13	29	4
18592	2019-02-13	465	6
21482	2019-02-13	332	2
12802	2019-02-13	280	1
5718	2019-02-13	426	1
7505	2019-02-13	52	5
9732	2019-02-13	155	1
13757	2019-02-13	94	6
17796	2019-02-13	379	3
23718	2019-02-13	41	2
23218	2019-02-13	129	7
10333	2019-02-13	22	4
12134	2019-02-13	335	7
3602	2019-02-13	456	4
6543	2019-02-13	143	4
15309	2019-02-13	149	3
879	2019-02-13	368	6
20270	2019-02-13	356	1
15869	2019-02-13	467	5
21457	2019-02-13	487	4
24339	2019-02-13	166	1
10461	2019-02-13	212	2
22335	2019-02-13	393	2
3980	2019-02-13	195	5
9071	2019-02-13	54	1
18203	2019-02-13	347	1
17201	2019-02-13	229	1
24955	2019-02-13	154	3
13504	2019-02-13	398	5
11990	2019-02-13	264	2
21961	2019-02-13	449	3
19245	2019-02-13	16	2
6421	2019-02-13	98	1
2885	2019-02-13	378	6
8994	2019-02-13	433	10
20426	2019-02-12	15	2
17405	2019-02-12	317	9
15739	2019-02-12	182	7
12682	2019-02-12	231	2
15763	2019-02-12	341	3
20928	2019-02-12	266	3
1314	2019-02-12	354	4
22921	2019-02-12	462	4
1332	2019-02-12	262	6
15879	2019-02-12	342	1
4556	2019-02-12	151	6
9302	2019-02-12	425	6
12817	2019-02-12	231	5
25290	2019-02-12	163	3
21677	2019-02-12	104	3
6627	2019-02-12	42	5
22547	2019-02-12	339	3
3122	2019-02-12	96	2
11004	2019-02-12	393	3
2411	2019-02-12	13	5
4966	2019-02-12	245	4
12423	2019-02-12	454	6
5654	2019-02-12	217	3
6109	2019-02-12	490	3
11568	2019-02-12	58	2
21632	2019-02-12	78	4
11764	2019-02-12	148	5
879	2019-02-12	149	3
12918	2019-02-12	455	3
1623	2019-02-12	464	1
10750	2019-02-12	32	6
20084	2019-02-12	259	1
23245	2019-02-12	488	7
3316	2019-02-12	268	1
10915	2019-02-12	66	1
22459	2019-02-12	500	2
16995	2019-02-12	85	6
16734	2019-02-12	289	4
10559	2019-02-12	65	2
14430	2019-02-12	373	3
20894	2019-02-12	130	6
1723	2019-02-12	336	1
25222	2019-02-12	62	2
12880	2019-02-12	51	3
16394	2019-02-12	323	11
17890	2019-02-12	71	2
16877	2019-02-12	65	3
22992	2019-02-12	417	6
16348	2019-02-12	462	1
8556	2019-02-12	172	7
147	2019-02-12	237	3
6434	2019-02-12	444	2
15490	2019-02-12	4	2
10810	2019-02-12	376	5
13720	2019-02-12	88	1
6076	2019-02-12	389	4
12666	2019-02-12	55	6
1189	2019-02-12	365	6
20429	2019-02-12	138	7
513	2019-02-12	69	1
20455	2019-02-12	217	16
11998	2019-02-12	12	4
3325	2019-02-12	226	3
16516	2019-02-12	346	6
24358	2019-02-12	175	7
15285	2019-02-11	70	3
16803	2019-02-11	482	5
13175	2019-02-11	407	6
432	2019-02-11	150	4
2372	2019-02-11	282	5
22596	2019-02-11	227	5
25211	2019-02-11	161	1
21685	2019-02-11	126	7
7999	2019-02-11	276	34
18375	2019-02-11	102	1
1645	2019-02-11	462	18
6825	2019-02-11	390	2
1403	2019-02-11	305	12
8141	2019-02-11	401	1
5209	2019-02-11	297	1
15869	2019-02-11	448	4
15787	2019-02-11	129	2
9854	2019-02-11	225	1
7158	2019-02-11	356	5
24862	2019-02-11	112	6
14511	2019-02-11	455	4
2328	2019-02-11	430	3
2404	2019-02-11	314	2
13748	2019-02-11	450	5
7723	2019-02-11	292	1
6112	2019-02-11	226	5
1067	2019-02-11	389	9
7539	2019-02-11	353	2
17202	2019-02-11	423	1
7182	2019-02-11	378	1
2849	2019-02-11	66	1
17652	2019-02-11	462	19
20733	2019-02-11	350	8
180	2019-02-11	485	4
14915	2019-02-11	293	8
3913	2019-02-11	255	1
15478	2019-02-11	131	3
20494	2019-02-11	337	1
17073	2019-02-11	101	6
9069	2019-02-11	414	2
2822	2019-02-11	362	5
22323	2019-02-11	231	7
15853	2019-02-11	290	3
15083	2019-02-11	374	7
2483	2019-02-11	39	1
9	2019-02-11	381	9
13617	2019-02-11	190	7
23936	2019-02-11	188	2
21675	2019-02-11	9	16
6073	2019-02-11	215	2
17814	2019-02-11	358	1
6762	2019-02-11	75	2
2267	2019-02-11	89	7
20969	2019-02-11	195	1
55	2019-02-11	415	3
23470	2019-02-11	216	6
6985	2019-02-11	333	1
15129	2019-02-11	435	5
25128	2019-02-11	443	1
18596	2019-02-11	484	1
2778	2019-02-11	332	6
21467	2019-02-10	153	5
19133	2019-02-10	396	3
2901	2019-02-10	446	1
5883	2019-02-10	471	5
16566	2019-02-10	270	4
21396	2019-02-10	42	3
7004	2019-02-10	324	6
21222	2019-02-10	393	1
434	2019-02-10	381	5
2854	2019-02-10	25	1
1095	2019-02-10	360	6
15960	2019-02-10	431	1
9980	2019-02-10	487	6
6260	2019-02-10	80	6
4920	2019-02-10	224	1
19420	2019-02-10	439	5
17107	2019-02-10	59	9
22867	2019-02-10	332	4
5509	2019-02-10	238	4
3633	2019-02-10	105	21
18761	2019-02-10	366	3
14383	2019-02-10	417	5
18585	2019-02-10	308	4
11957	2019-02-10	481	3
15891	2019-02-10	330	1
12472	2019-02-10	296	3
12399	2019-02-10	304	2
2542	2019-02-10	409	6
12100	2019-02-10	120	4
11279	2019-02-10	400	2
22607	2019-02-10	140	4
15216	2019-02-10	457	4
16356	2019-02-10	174	20
14328	2019-02-10	435	5
8947	2019-02-10	451	6
12811	2019-02-10	392	1
14426	2019-02-10	132	39
3896	2019-02-09	127	7
9986	2019-02-09	471	6
14734	2019-02-09	479	1
11139	2019-02-09	65	4
17483	2019-02-09	64	6
79	2019-02-09	3	1
17403	2019-02-09	365	6
4046	2019-02-09	356	5
1484	2019-02-09	448	13
4228	2019-02-09	184	8
12522	2019-02-09	442	2
25	2019-02-09	383	2
12259	2019-02-09	364	1
8757	2019-02-09	249	4
23054	2019-02-09	249	5
16028	2019-02-09	215	6
8477	2019-02-09	176	3
16155	2019-02-09	116	12
4272	2019-02-09	72	4
8161	2019-02-09	382	5
1240	2019-02-09	19	3
24781	2019-02-09	330	4
17949	2019-02-09	136	4
2230	2019-02-09	387	5
19447	2019-02-09	125	2
21260	2019-02-09	452	8
10870	2019-02-09	63	1
7459	2019-02-09	273	1
21199	2019-02-09	310	6
7836	2019-02-09	366	1
17281	2019-02-09	332	3
21716	2019-02-09	367	1
928	2019-02-09	62	6
2568	2019-02-09	186	3
25121	2019-02-09	327	1
8450	2019-02-09	145	1
23914	2019-02-09	264	6
14316	2019-02-09	176	3
11454	2019-02-09	13	31
2129	2019-02-09	125	5
18476	2019-02-09	440	1
19308	2019-02-09	332	5
17091	2019-02-09	347	4
18209	2019-02-09	219	3
4973	2019-02-09	24	6
9029	2019-02-09	408	3
12909	2019-02-09	183	9
20415	2019-02-09	469	5
16246	2019-02-09	312	6
13494	2019-02-09	261	6
11246	2019-02-09	494	3
9096	2019-02-09	83	1
1453	2019-02-09	66	11
412	2019-02-08	242	1
11944	2019-02-08	25	2
20053	2019-02-08	270	1
24068	2019-02-08	397	2
4365	2019-02-08	314	6
16726	2019-02-08	175	8
4911	2019-02-08	185	4
22457	2019-02-08	85	8
8207	2019-02-08	34	1
9358	2019-02-08	494	1
10386	2019-02-08	13	4
9409	2019-02-08	116	4
21908	2019-02-08	11	4
10519	2019-02-08	325	2
7486	2019-02-08	10	9
813	2019-02-08	242	3
9686	2019-02-08	158	1
2572	2019-02-08	103	2
10034	2019-02-08	1	6
1691	2019-02-08	277	7
20964	2019-02-08	385	1
22627	2019-02-08	296	4
25186	2019-02-08	168	1
21769	2019-02-08	320	18
9147	2019-02-08	316	4
8588	2019-02-08	431	5
7709	2019-02-08	70	5
4593	2019-02-08	238	5
18734	2019-02-08	22	1
14932	2019-02-08	387	33
502	2019-02-08	370	5
10509	2019-02-08	230	3
23410	2019-02-08	250	7
66	2019-02-08	316	1
24849	2019-02-08	213	3
13435	2019-02-08	135	2
3794	2019-02-08	397	2
16698	2019-02-08	36	3
5639	2019-02-08	102	6
10684	2019-02-08	80	15
86	2019-02-08	454	1
17299	2019-02-08	186	2
17651	2019-02-08	77	4
13898	2019-02-08	258	6
12073	2019-02-08	401	4
15522	2019-02-08	22	5
2714	2019-02-08	307	3
18003	2019-02-08	138	1
23036	2019-02-08	121	5
13652	2019-02-08	438	5
2938	2019-02-08	211	16
22166	2019-02-08	172	5
3450	2019-02-08	356	1
7836	2019-02-08	58	4
17322	2019-02-08	175	6
4403	2019-02-08	309	5
3196	2019-02-07	145	6
22148	2019-02-07	112	1
12034	2019-02-07	4	2
16476	2019-02-07	209	5
9814	2019-02-07	141	7
3943	2019-02-07	254	1
20129	2019-02-07	242	3
13375	2019-02-07	26	1
21018	2019-02-07	361	6
21172	2019-02-07	34	1
15581	2019-02-07	258	5
4910	2019-02-07	370	7
24074	2019-02-07	303	2
19607	2019-02-07	473	4
7782	2019-02-07	447	3
1624	2019-02-07	113	5
23398	2019-02-07	347	4
17376	2019-02-07	172	2
22029	2019-02-07	262	7
22764	2019-02-07	274	6
21952	2019-02-07	426	1
10967	2019-02-07	451	6
507	2019-02-07	145	3
15047	2019-02-07	476	3
8941	2019-02-07	53	1
24005	2019-02-07	44	1
12772	2019-02-07	444	7
16541	2019-02-07	223	1
20860	2019-02-07	464	7
19134	2019-02-07	398	2
21504	2019-02-07	174	3
12354	2019-02-07	235	1
9556	2019-02-07	54	3
10377	2019-02-07	325	1
928	2019-02-07	476	7
10044	2019-02-07	313	5
4115	2019-02-07	467	19
4140	2019-02-07	462	1
7487	2019-02-07	101	10
11320	2019-02-07	431	3
1068	2019-02-07	481	1
7301	2019-02-07	257	17
16625	2019-02-07	190	5
11708	2019-02-07	246	3
3474	2019-02-07	224	1
14802	2019-02-06	380	2
20462	2019-02-06	241	8
2655	2019-02-06	290	11
639	2019-02-06	274	2
24857	2019-02-06	323	6
14441	2019-02-06	500	1
8449	2019-02-06	402	1
23688	2019-02-06	434	14
12599	2019-02-06	219	2
22502	2019-02-06	260	8
11309	2019-02-06	410	4
15724	2019-02-06	271	2
18573	2019-02-06	50	1
10245	2019-02-06	396	29
8478	2019-02-06	346	6
14063	2019-02-06	273	1
18680	2019-02-06	451	1
934	2019-02-06	448	4
1223	2019-02-06	197	9
19495	2019-02-06	126	1
23740	2019-02-06	16	6
10492	2019-02-06	276	3
14704	2019-02-06	250	2
10879	2019-02-06	215	3
2238	2019-02-06	157	1
4089	2019-02-06	32	6
17299	2019-02-06	97	4
10503	2019-02-06	41	7
18581	2019-02-06	402	6
2090	2019-02-06	297	2
24817	2019-02-06	389	5
2395	2019-02-06	414	4
5951	2019-02-06	438	4
9044	2019-02-06	99	14
20835	2019-02-06	217	4
21834	2019-02-06	73	4
2345	2019-02-06	288	6
23460	2019-02-06	14	3
18530	2019-02-06	221	12
24825	2019-02-06	102	1
18838	2019-02-05	315	7
3305	2019-02-05	85	5
17641	2019-02-05	430	1
6583	2019-02-05	417	1
10136	2019-02-05	193	6
4785	2019-02-05	88	6
3807	2019-02-05	260	5
18844	2019-02-05	146	6
22810	2019-02-05	396	5
13268	2019-02-05	269	1
18279	2019-02-05	153	7
8597	2019-02-05	98	6
23495	2019-02-05	206	1
16143	2019-02-05	284	2
19160	2019-02-05	191	5
16452	2019-02-05	338	4
18100	2019-02-05	277	6
13862	2019-02-05	111	1
21497	2019-02-05	447	4
6096	2019-02-05	272	5
13557	2019-02-05	98	5
20473	2019-02-05	277	6
2309	2019-02-05	114	4
12131	2019-02-05	52	1
5746	2019-02-05	328	2
21682	2019-02-05	174	6
15519	2019-02-05	98	2
27	2019-02-05	288	5
3178	2019-02-05	45	5
16217	2019-02-05	45	1
19999	2019-02-05	207	7
11687	2019-02-05	213	1
22726	2019-02-05	186	5
20400	2019-02-05	367	6
12263	2019-02-05	36	3
19074	2019-02-05	319	1
17149	2019-02-05	247	8
22499	2019-02-05	357	1
17309	2019-02-05	316	6
416	2019-02-05	92	1
12555	2019-02-05	201	1
14291	2019-02-05	160	1
2246	2019-02-05	54	4
19027	2019-02-05	9	17
8812	2019-02-04	170	7
5834	2019-02-04	258	18
1732	2019-02-04	24	4
10920	2019-02-04	87	5
12945	2019-02-04	366	2
3184	2019-02-04	261	1
21919	2019-02-04	204	2
19258	2019-02-04	25	4
21747	2019-02-04	290	19
1300	2019-02-04	332	5
20994	2019-02-04	27	4
24713	2019-02-04	5	3
5160	2019-02-04	123	1
20954	2019-02-04	335	5
2069	2019-02-04	84	15
13920	2019-02-04	365	7
21766	2019-02-04	470	2
19259	2019-02-04	50	3
10623	2019-02-04	377	3
4962	2019-02-04	475	7
4314	2019-02-04	464	8
21339	2019-02-04	248	1
5929	2019-02-04	314	3
2363	2019-02-04	283	7
5967	2019-02-04	269	9
19294	2019-02-04	218	6
4386	2019-02-04	463	4
12676	2019-02-04	391	4
11584	2019-02-04	71	4
15245	2019-02-04	180	7
835	2019-02-04	227	1
7220	2019-02-03	116	7
19654	2019-02-03	381	4
16246	2019-02-03	251	6
20206	2019-02-03	3	7
15001	2019-02-03	66	5
7887	2019-02-03	341	1
5343	2019-02-03	83	3
9399	2019-02-03	33	4
3843	2019-02-03	27	3
8099	2019-02-03	135	6
10579	2019-02-03	392	1
19318	2019-02-03	262	6
1094	2019-02-03	284	5
4957	2019-02-03	53	1
18071	2019-02-03	276	5
19196	2019-02-03	104	4
14857	2019-02-03	14	7
3913	2019-02-03	498	5
12960	2019-02-03	356	5
7862	2019-02-03	497	1
9296	2019-02-03	444	3
8028	2019-02-03	135	2
13717	2019-02-03	466	7
19650	2019-02-03	397	7
19665	2019-02-03	273	6
23463	2019-02-03	468	35
11904	2019-02-03	67	2
8208	2019-02-03	335	3
1140	2019-02-03	490	5
24249	2019-02-03	389	3
21237	2019-02-03	283	1
2502	2019-02-03	293	2
18123	2019-02-02	228	5
20508	2019-02-02	134	1
8286	2019-02-02	132	1
9108	2019-02-02	108	5
1795	2019-02-02	367	6
17424	2019-02-02	162	5
9096	2019-02-02	171	3
10561	2019-02-02	423	7
8837	2019-02-02	498	19
14844	2019-02-02	376	6
7209	2019-02-02	15	2
7947	2019-02-02	344	6
22142	2019-02-02	374	6
22490	2019-02-02	217	6
21009	2019-02-02	288	1
23374	2019-02-02	108	1
25120	2019-02-02	290	2
4021	2019-02-02	494	7
6563	2019-02-02	230	4
17832	2019-02-02	267	7
4501	2019-02-02	441	19
15003	2019-02-02	418	2
3133	2019-02-02	238	8
4108	2019-02-02	343	3
9180	2019-02-02	457	5
5990	2019-02-02	352	7
20123	2019-02-02	375	4
17755	2019-02-02	246	3
9759	2019-02-02	192	6
3532	2019-02-02	262	1
10125	2019-02-02	302	2
12322	2019-02-02	359	5
22176	2019-02-02	359	6
1087	2019-02-02	460	1
13400	2019-02-01	409	3
22313	2019-02-01	175	7
5729	2019-02-01	190	15
6653	2019-02-01	324	1
19299	2019-02-01	173	2
18480	2019-02-01	350	1
17153	2019-02-01	83	1
19197	2019-02-01	458	4
15268	2019-02-01	236	4
10571	2019-02-01	55	18
1409	2019-02-01	353	4
873	2019-02-01	141	8
10509	2019-02-01	129	1
1306	2019-02-01	268	4
20021	2019-02-01	472	1
13335	2019-02-01	370	3
1620	2019-02-01	169	1
6248	2019-02-01	113	7
6330	2019-02-01	327	4
2683	2019-02-01	241	6
17741	2019-02-01	495	1
12402	2019-02-01	34	3
4812	2019-02-01	93	1
24601	2019-02-01	27	1
12006	2019-02-01	391	1
4808	2019-02-01	474	3
11993	2019-02-01	294	1
19180	2019-02-01	19	1
21540	2019-02-01	422	2
22520	2019-02-01	380	3
10567	2019-02-01	226	6
8860	2019-02-01	195	3
19248	2019-02-01	172	1
13885	2019-02-01	432	7
22	2019-02-01	52	4
17057	2019-02-01	329	4
6422	2019-02-01	358	7
5837	2019-02-01	448	1
2232	2019-02-01	217	6
5088	2019-02-01	203	5
22294	2019-02-01	182	1
8365	2019-02-01	266	1
6614	2019-02-01	272	4
4567	2019-02-01	146	2
5314	2019-02-01	296	4
14201	2019-02-01	386	11
14307	2019-02-01	268	6
19606	2019-02-01	31	6
20914	2019-02-01	199	6
4863	2019-02-01	196	6
15603	2019-02-01	326	1
14046	2019-02-01	427	4
19990	2019-02-01	409	5
22069	2019-02-01	255	1
1118	2019-02-01	28	3
10591	2019-02-01	358	1
6323	2019-02-01	160	5
15087	2019-02-01	305	4
590	2019-02-01	94	11
15869	2019-02-01	189	4
2253	2019-02-01	179	16
10854	2019-02-01	319	1
21645	2019-02-01	419	4
2759	2019-02-01	472	9
7995	2019-02-01	341	8
10915	2019-02-01	274	2
13795	2019-01-31	343	7
5148	2019-01-31	191	7
19990	2019-01-31	445	6
14251	2019-01-31	428	17
24863	2019-01-31	192	2
8888	2019-01-31	472	4
906	2019-01-31	157	2
23663	2019-01-31	28	1
10954	2019-01-31	246	7
6922	2019-01-31	325	7
16600	2019-01-31	278	1
16298	2019-01-31	243	2
285	2019-01-31	445	1
24022	2019-01-31	485	5
20105	2019-01-31	97	3
14895	2019-01-31	184	8
3660	2019-01-31	356	6
13715	2019-01-31	104	7
